path,sha256,bytes,data_class
results/problem_3_2/constraint_groups_final_20260910_v3/07_nonlocal_similar_bus_pairs.csv,1924b48123b679bfceb65d906a5bbe55da897d4266b20e4bf6d0316e2406fcb2,10057,MODEL_DERIVED
results/problem_3_2/constraint_groups_final_20260910_v3/manifest.json,3d48ffb7d5c49fa4c7256eabddd178ffc46b4b5e13e27e45ee324f7354e7e3cf,2737,MODEL_DERIVED
src/final_audit_report.py,0b0d7b677d50b9e30a615dd06c669c5faf037b7cd8a69490655c8893656ccfd8,93875,MODEL_IMPLEMENTATION
src/problem_3_1/constrained_lines.py,64ec0564ea241c11fc1c4b47fc4fa8c6820f827c43f5c5d6b24f4b9766e710ce,22427,MODEL_IMPLEMENTATION
src/problem_3_1/q4_techno_economic/__init__.py,8d9a5a3354fe92b6b1108b977db8455e77789faa717fed072d69bcf80cac6389,96,MODEL_IMPLEMENTATION
src/problem_3_1/q4_techno_economic/comparison.py,5cc48856260fc07dc42cdb71dac9f1a9c49dbf89f51f32df4947c90871c17b9b,16129,MODEL_IMPLEMENTATION
src/problem_3_1/q4_techno_economic/config.py,0ecfc47dcaa76ac07b2654e89ef674af9d4df7fbbe4720ff7b72e4552a6cd65a,11173,MODEL_IMPLEMENTATION
src/problem_3_1/q4_techno_economic/demo.py,243337f02e2f8c4f4e456e45497c229e2a955a2f0d488785d5e78be2a31f3b53,9079,MODEL_IMPLEMENTATION
src/problem_3_1/q4_techno_economic/finance.py,95763107443301c09f77b8054be812cd4f5e49a3ea00eba6adccd3fe3649e928,7035,MODEL_IMPLEMENTATION
src/problem_3_1/q4_techno_economic/grid.py,d975c9d81215a3f1e05b34112cb9dbf1c2434dcc452e74fd55c05a2e76f96b6c,25049,MODEL_IMPLEMENTATION
src/problem_3_1/q4_techno_economic/lifecycle.py,f1ca653c32ca718f76b75041bd8d3c3d1057ff411e30151aaed2bcbcf129f1f4,12750,MODEL_IMPLEMENTATION
src/problem_3_1/q4_techno_economic/pipeline.py,141227ecf99365a11534e50d84847e53b4aa62b040e3270257bada9a23137fc7,17001,MODEL_IMPLEMENTATION
src/problem_3_1/q4_techno_economic/reporting.py,174e5b5cadb83a9e3ceb096fa9587c1caf92a3e04a6562ba55a7d9f2548fcb16,12946,MODEL_IMPLEMENTATION
src/problem_3_1/q4_techno_economic/sensitivity.py,631dabb2c884c47b0618a0128376b7b2c98ffe612ac516a8d3bed5a812f8d01c,1956,MODEL_IMPLEMENTATION
src/problem_3_1/q4_techno_economic/types.py,966f8c02ba1d03a4e378bc68f185087e7038167cade2e814b1a44408dad07134,5904,MODEL_IMPLEMENTATION
src/problem_3_1/q5_shift_factors/__init__.py,f18f00aa1eafe1f7c96218f45d1b20fce19fb97e5b083e52d8792da47fdd6191,77,MODEL_IMPLEMENTATION
src/problem_3_1/q5_shift_factors/core.py,e91757cf3a38a242a417c8e4b37a5c23ecb9a8c121a9652f30ce6ebcfaf1d00b,23893,MODEL_IMPLEMENTATION
src/problem_3_1/q5_shift_factors/pipeline.py,7bf8f31de1713e0015fd31e4c4ed1a2734895fd2cc7b4443aff64f3f2f6405f6,25833,MODEL_IMPLEMENTATION
src/problem_3_1/q5_shift_factors/reporting.py,9b555acfd465ad93613d952493a306d5d01d4594ebfdab43b4b4089f6053b68f,21369,MODEL_IMPLEMENTATION
src/problem_3_1/q6_priority_dispatch/__init__.py,53e166159d234c89b13b83d11baf4e972111fba41151423b396822f07cc313b4,125,MODEL_IMPLEMENTATION
src/problem_3_1/q6_priority_dispatch/core.py,01b1b75c2694d72cdf7fc2a1a64e9cd819c29fcd914f4d7514bacc39f9f4017e,25370,MODEL_IMPLEMENTATION
src/problem_3_1/q6_priority_dispatch/economics.py,3b0dc3d0c6d772f5ac4ce4087d7dc2e9f4faef8d525feeace896d71f2f6db66c,7554,MODEL_IMPLEMENTATION
src/problem_3_1/q6_priority_dispatch/pipeline.py,c1da178463ae16fadb037dd1c6daebc2f1468b3d102394127038ef83980f8acd,34088,MODEL_IMPLEMENTATION
src/problem_3_1/q6_priority_dispatch/reporting.py,0f3d645b463f3408780fb7be6a6ce45d04f00e83ec90af151dcd9d97a7076744,14712,MODEL_IMPLEMENTATION
src/problem_3_1/question_2_battery_siting_sizing.py,04ae1273725f1a3ac202c3d924599c762bfdb385da0cbc798b74c073e65ec04d,76812,MODEL_IMPLEMENTATION
src/problem_3_1/question_3_dynamic_line_rating.py,979c964f6e2564c82fd5c803c5b33f354192959a2811744bf552f670e5f10916,70689,MODEL_IMPLEMENTATION
src/problem_3_2/q32_constraint_groups/__init__.py,55a72446ce7aae37b7dc70e2ec3bf6ce2027f7c3797be13bb9721b6a0108f41c,85,MODEL_IMPLEMENTATION
src/problem_3_2/q32_constraint_groups/core.py,10a0e861b2647d5b0fa79665c2ece61177a739b8957b6ea72953b707a37a9054,22938,MODEL_IMPLEMENTATION
src/problem_3_2/q32_constraint_groups/pipeline.py,86a0ec152283ee2e3a8f5c0fab34a9864ab783c549e0c469abdf0f0185b2f0c5,28829,MODEL_IMPLEMENTATION
src/problem_3_2/q32_constraint_groups/reporting.py,d7bec0aff7421deb401c4abe0978d3529308dfe7cf28bfc3b9fc5badcae474bd,12396,MODEL_IMPLEMENTATION
tests/audit/test_final_audit_report.py,988255090f27282c226e1b1088777fda19bbc862ad5ae072aba9564a7e19fe58,1641,MODEL_IMPLEMENTATION
tests/q32/test_q32_complete_link.py,ab2013ca19ae5082fa8cfda53ee714df7ebfea20caf9308eee8c057394ddd948,1721,MODEL_IMPLEMENTATION
tests/q32/test_q32_core.py,da9085a8fe7a26d4079d52e6de1afdde16bcdee43ece54fbd06f1b37fb59da66,6076,MODEL_IMPLEMENTATION
tests/q32/test_q32_crosswalk.py,4edf76b77c7354f1e2062db13bdffae2377c80eb4e9fc7e004cbe5208531f041,2633,MODEL_IMPLEMENTATION
tests/q4/test_q4_core.py,30b3cfde11cf2e611aed7484bb9af6a27ff793cdb7d95696787ffaa56dcbeec5,11548,MODEL_IMPLEMENTATION
tests/q4/test_q4_reporting.py,5e252513f1ff21b8fbef0effcf4f8f7df34952dd60129aa04c5a50735ec859bd,2001,MODEL_IMPLEMENTATION
tests/q5/test_q5_core.py,b7855a2d02677f3bb62823aa59f092823cab10460326a0a800e8062915f37ddf,7126,MODEL_IMPLEMENTATION
tests/q6/test_q6_core.py,d196241101469274ed15ece2897ab0cdbea8362f09a388bc9b509e6bb017c0ad,7409,MODEL_IMPLEMENTATION
